input,intent,response,title
hi,greeting,"hey, welcome! what are you shopping for?",Greeting
finishing soon,availability_check,black is available in most sizes,Stock Availability
i wanted to ask tell me about your collection urgent,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
i wanted to ask do u have this in black urgent,availability_check,black is available in most sizes,Stock Availability
umm hi shop open? fast,greeting,hi! how can we help you today?,Greeting
anyone active?,greeting,"hey, welcome! what are you shopping for?",Greeting
btw hello i need assistance thank you,greeting,hey! we're here. ask away!,Greeting
grey available,availability_check,"yes, available right now!",Stock Availability
actually tracking possible? today,delivery_query,express delivery available in 12 days for select cities,Delivery Information
wondering if remote area shipping please,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
helo need to know,greeting,hello! great to have you here. what are you shopping for?,Greeting
can u tell me what material is this right now,material_inquiry,it's 100 cotton fabric,Material Inquiry
pls olive green? fast,availability_check,black is available in most sizes,Stock Availability
what you got??,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
hi how many dayspls,delivery_query,usually 35 days depending on your location,Delivery Information
just asking delivery free hai? ?,delivery_query,delivery in 35 working days,Delivery Information
i heard that hoodie price right now,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
bro do u have t-shirts quickly,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
btw got plus size,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
hey theek hai thanks,goodbye,bye! come back anytime,Goodbye
please what's available?,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
hiiii,greeting,hello welcome to our store how can i help you,Greeting
do you know if any new arrivals right now,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
got l size,size_inquiry,we carry s to 3xl for most products,Size Inquiry
hi what's the mrp,price_inquiry,free delivery on orders above rs. 999,Price Related Query
order nahi aaya,order_status,refund processed in 57 days after we receive the item,Order Support
what kind of clothes do you have?,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
got maroon,availability_check,restocking this week. want me to notify you?,Stock Availability
bro talk later asap,goodbye,glad i could help! take care,Goodbye
hey still waiting for order right now,order_status,please share your order id and i'll check right away!,Order Support
i wanted to ask is this available thanks,availability_check,let me check which color and size?,Stock Availability
actually do you have 2xl,size_inquiry,which product? i'll check the size for you,Size Inquiry
please how much is the ethnic set??,price_inquiry,current sale up to 40 off on select items!,Price Related Query
do you know if colourfast thanks,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
stretch denim,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
bye,goodbye,thanks! have a great day,Goodbye
quick q what brands do u carry today,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
pls what cotonplz,material_inquiry,it's 100 cotton fabric,Material Inquiry
order id,order_status,happy to help! please share your order id,Order Support
what's it made of,material_inquiry,it's linen perfect for summer!,Material Inquiry
size 8 shoes,size_inquiry,yes we have that size! which product?,Size Inquiry
someone told me do you have formal shoes quickly,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
someone told me digital print available urgent,availability_check,black is available in most sizes,Stock Availability
can i track order,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
umm biggest size u have??,size_inquiry,"yes, xl is available right now",Size Inquiry
i heard that terry cloth materal urgent,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
umm order confirm hua? today,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
ok thanks,goodbye,take care! ping us whenever you need,Goodbye
anything new this week,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
actually i'm good now right now,goodbye,thanks! have a great day,Goodbye
item has stain,order_status,share your order number and we'll track it for you,Order Support
can you tell me anti-wrinkle fabric if possible,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
wondering if order not arrived today,order_status,please share your order id and i'll check right away!,Order Support
tencel material,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
any raincoats,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
so goodbye,goodbye,anytime! have a great day,Goodbye
pink colour hai?,availability_check,restocking this week. want me to notify you?,Stock Availability
someone told me hello is this the store,greeting,hello! tell me what you need,Greeting
awesome thanks,goodbye,glad i could help! take care,Goodbye
actually order late ho gayaplz,order_status,please share a photo order id for damagedwrong item,Order Support
is this soft fabric,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
bro fabric kaisa hai,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
i heard that hoodie rate right now,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
how long for shipping urgent,delivery_query,you'll get a tracking link once dispatched,Delivery Information
deliver to rural area?,delivery_query,you'll get a tracking link once dispatched,Delivery Information
quick question track my order...,order_status,we'll raise it with the courier. please share order id,Order Support
do you know if price same for all sizes quickly,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
yo do u have size 10 for kids ji,size_inquiry,xl is in stock! want to order?,Size Inquiry
jeans kitne ka,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
hey rate batao today,price_inquiry,free delivery on orders above rs. 999,Price Related Query
cheap options,price_inquiry,free delivery on orders above rs. 999,Price Related Query
so like good morning fast,greeting,hi what's up? how can i assist?,Greeting
can i get xxl,size_inquiry,"yes, that size is available! which item?",Size Inquiry
hey delivery estimate?...,delivery_query,you'll get a tracking link once dispatched,Delivery Information
also what's in stockpls,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
take care,goodbye,bye! come back anytime,Goodbye
umm do you have tall szes thanks,size_inquiry,"yes, xl is available right now",Size Inquiry
shipping between specific time quickly,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
xl in this?,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
also hiii...,greeting,hey! how can i help you?,Greeting
any cashback offer??,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
please do u sell formals today,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
yo amount for xl size bro,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
dry clean only,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
also hello can i get some help urgent,greeting,hello! great to have you here. what are you shopping for?,Greeting
chennai shipping,delivery_query,usually 35 days depending on your location,Delivery Information
i wanted to ask cooling fabric pls,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
i heard that is this still being sold today,availability_check,"limited stock remaining, better order soon!",Stock Availability
just asking chennai shipping please,delivery_query,we ship all over india! what's your city?,Delivery Information
what is your size range,size_inquiry,yes we have that size! which product?,Size Inquiry
so light shade available please,availability_check,restocking this week. want me to notify you?,Stock Availability
how long for refund,order_status,we take this seriously share the order id and we'll fix it!,Order Support
how much for shipping thank you,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
also hi is anyone online,greeting,hey! how can i help you?,Greeting
order tracking?,order_status,cancellation possible before dispatch. share order id!,Order Support
do you go above xxl,size_inquiry,xl is in stock! want to order?,Size Inquiry
do you know if accessories price!,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
will recommend you,goodbye,thanks for visiting! see you soon,Goodbye
bro is it true to siz...,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
hi bro got size large??,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
someone told me royal blue available?,availability_check,restocking this week. want me to notify you?,Stock Availability
does it run large,size_inquiry,we carry s to 3xl for most products,Size Inquiry
actually does it fade?pls,material_inquiry,it's linen perfect for summer!,Material Inquiry
bro fast shipping possible thanks,delivery_query,you'll get a tracking link once dispatched,Delivery Information
please do u have this in black bro,availability_check,yes available! want to place an order?,Stock Availability
what's available for women?,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
so spreading the word quickly,goodbye,thanks! have a great day,Goodbye
children's clothing price,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
bro hello,greeting,hi what's up? how can i assist?,Greeting
pincode serviceable,delivery_query,usually 35 days depending on your location,Delivery Information
hey velvet fabric...,material_inquiry,it's 100 cotton fabric,Material Inquiry
any sportswear,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
grey available asap,availability_check,currently in stock want me to reserve one for you?,Stock Availability
bro block print available asap,availability_check,in stock! which size do you need?,Stock Availability
also very helpful thank you,goodbye,take care! ping us whenever you need,Goodbye
wanted to know formal shirt cost,price_inquiry,free delivery on orders above rs. 999,Price Related Query
hi thanks bye ?,goodbye,bye! we're always here if you need us,Goodbye
hey year round available asap,availability_check,let me check which color and size?,Stock Availability
alright bye ji,goodbye,bye! come back anytime,Goodbye
wanted to know this color available,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
also hi just browsing please,greeting,hi there! what are you looking for?,Greeting
rate,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
please when will it come urgent,delivery_query,express delivery available in 12 days for select cities,Delivery Information
hello is this the store asap,greeting,hi! how can we help you today?,Greeting
actually is it organic cotton fast,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
hey any yoga pants need to know,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
shirt size M,size_inquiry,yes we have that size! which product?,Size Inquiry
i heard that any flip flops please,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
any ethnic wear?,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
so biggest size you have need to know,size_inquiry,yes we have that size! which product?,Size Inquiry
amount fix hai kya,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
student discount,price_inquiry,free delivery on orders above rs. 999,Price Related Query
got any shirts?,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
order id share karu?,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
do you know if yellow available thanks,availability_check,"yes, available right now!",Stock Availability
got 4xl,size_inquiry,"yes, that size is available! which item?",Size Inquiry
i heard that colour bleeding issue thank you,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
can you tell me hi is anyone online quickly,greeting,hi what's up? how can i assist?,Greeting
scheduled delivery,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
quick q smallest siz?!,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
actually hi bro asap,greeting,hi what's up? how can i assist?,Greeting
hiii,greeting,hey! we're here. ask away!,Greeting
can i exchange for correct size,order_status,refund processed in 57 days after we receive the item,Order Support
wondering if mumbai shipping time??,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
actually do u have co-ords??,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
when will it restock,availability_check,"yes, available right now!",Stock Availability
also package not delivered!,order_status,sorry for the delay! please share order id so we can help,Order Support
delivery time,delivery_query,we use trusted couriers delhivery bluedart dtdc,Delivery Query
wanted to know neon colors if possible,availability_check,"limited stock remaining, better order soon!",Stock Availability
do you know if thank you very much if possible,goodbye,take care! ping us whenever you need,Goodbye
purchase missing,order_status,please share a photo order id for damagedwrong item,Order Support
someone told me how much for a dress asap,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
kids size 2 years,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
hey delivery dispute asap,order_status,we take this seriously share the order id and we'll fix it!,Order Support
purchase not received,order_status,please share a photo order id for damagedwrong item,Order Support
i wanted to ask hii,greeting,hi what's up? how can i assist?,Greeting
so hey bro thank you,greeting,hello! great to have you here. what are you shopping for?,Greeting
show me ur products,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
is it true that any fusion wear,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
hey how many days today,delivery_query,free delivery on orders above rs. 999,Delivery Information
btw latest collection?...,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
restock soon today,availability_check,let me check which color and size?,Stock Availability
wholesale price?,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
ok all sorted,goodbye,glad i could help! take care,Goodbye
umm order kahan hai today,order_status,we'll raise it with the courier. please share order id,Order Support
btw signature required on delivery right now,delivery_query,usually 35 days depending on your location,Delivery Information
exchange instead of refund,order_status,please share your order id and i'll check right away!,Order Support
quick question can i exchange for correct size please,order_status,please share your order id and i'll check right away!,Order Support
yo,greeting,hello welcome to our store how can i help you,Greeting
wondering if is this still in stock quickly,availability_check,"limited stock remaining, better order soon!",Stock Availability
just asking purchase cancel karna hai ?,order_status,please share your order id and i'll check right away!,Order Support
got any solid color shirts,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
umm terry cloth material,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
yo can i change address!,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
so rate for xl size pls,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
signature required on delivery,delivery_query,delivery in 35 working days,Delivery Information
also nice talking,goodbye,glad i could help! take care,Goodbye
quick q got it thanks ?,goodbye,thanks! hope to see your order soon,Goodbye
where is my package,order_status,please share your order id and ill look it up,Order Status
hi chennai delivery pls,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
btw delivery on sunday?,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
actually what sizes do you have please,size_inquiry,yes we have that size! which product?,Size Inquiry
is it true that my size is xl available,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
any sportswear if possible,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
actually size 32 jeans asap,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
is it true that coral avlble need to know,availability_check,let me check which color and size?,Stock Availability
red available,availability_check,yes available! want to place an order?,Stock Availability
green dress,availability_check,let me check! which product and color?,Availability Check
umm hi there quickly,greeting,hello! welcome what can i do for you?,Greeting
i heard that incomplete shipping,order_status,please share your order id and i'll check right away!,Order Support
bro got size large?,size_inquiry,"yes, xl is available right now",Size Inquiry
small size,size_inquiry,yes we have that size! which product?,Size Inquiry
please kids size 4 years,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
hi tie cost??,price_inquiry,current sale up to 40 off on select items!,Price Related Query
hi size 38 shirt available...,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
yo theek hai thanks!,goodbye,glad i could help! take care,Goodbye
wondering if washing instructions pls,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
stock hai kya,availability_check,let me check! which product and color?,Availability Check
quick question what kind of clothes do you have right now,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
just asking kab aayega stock...,availability_check,"limited stock remaining, better order soon!",Stock Availability
also do you have gym wear!,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
small town delivery,delivery_query,express delivery available in 12 days for select cities,Delivery Information
party wear price,price_inquiry,current sale up to 40 off on select items!,Price Related Query
someone told me ok closing...,goodbye,bye! come back anytime,Goodbye
also good evening yaar,greeting,"hey, welcome! what are you shopping for?",Greeting
can u tell me sale going on?plz,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
how much for kids clothes,price_inquiry,current sale up to 40 off on select items!,Price Related Query
btw how will i get it today,delivery_query,express delivery available in 12 days for select cities,Delivery Information
do you know if latest collection,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
wanted to know hey i wanted to ask something need to know,greeting,hi what's up? how can i assist?,Greeting
see you soon,goodbye,take care! ping us whenever you need,Goodbye
done for now...,goodbye,thanks! have a great day,Goodbye
someone told me store credit for return thanks,order_status,please share your order id and i'll check right away!,Order Support
any party wear?,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
someone told me next day delivery today,delivery_query,express delivery available in 12 days for select cities,Delivery Information
partial purchase received,order_status,happy to help! please share your order id,Order Support
i heard that how much for 2 pieces please,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
buy now pay later,price_inquiry,free delivery on orders above rs. 999,Price Related Query
do u have small,size_inquiry,which product? i'll check the size for you,Size Inquiry
also got it thanks asap,goodbye,thanks! have a great day,Goodbye
btw do you have more stock urgent,availability_check,black is available in most sizes,Stock Availability
purchase late,order_status,we take this seriously share the order id and we'll fix it!,Order Support
rate of this shirt,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
can you tell me order cancel urgent,order_status,cancellation possible before dispatch. share order id!,Order Support
is it linen,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
courier charge?,delivery_query,we ship all over india! what's your city?,Delivery Information
btw anything new this week need to know,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
umm skinny fit available pls,size_inquiry,we carry s to 3xl for most products,Size Inquiry
btw amount of this shirt urgent,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
i heard that leggings price,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
bro lucknow delivery need to know,delivery_query,you'll get a tracking link once dispatched,Delivery Information
got boxers,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
can u tell me bro yeh available hai? quickly,availability_check,restocking this week. want me to notify you?,Stock Availability
yo purchase tracking? quickly,order_status,we'll raise it with the courier. please share order id,Order Support
hi sup ?,greeting,hello! welcome what can i do for you?,Greeting
good quality fabric?,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
just asking how much is the kurta quickly,price_inquiry,free delivery on orders above rs. 999,Price Related Query
bro helpful thanks...,goodbye,thanks! hope to see your order soon,Goodbye
hey final price?plz,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
do you know if shirt size 42...,size_inquiry,which product? i'll check the size for you,Size Inquiry
is it true that track my order,order_status,we'll raise it with the courier. please share order id,Order Support
only one left?,availability_check,yes available! want to place an order?,Stock Availability
dhanyawad,goodbye,bye come back anytime,Goodbye
do u have small!,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
got jackets?,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
i wanted to ask siz chart? quickly,size_inquiry,xl is in stock! want to order?,Size Inquiry
order update do,order_status,we'll raise it with the courier. please share order id,Order Support
bro talk laterplz,goodbye,bye! come back anytime,Goodbye
what fabric,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
refund status?,order_status,please share a photo order id for damagedwrong item,Order Support
i wanted to ask shipping failed,order_status,please share a photo order id for damagedwrong item,Order Support
wanted to know ok i'll check quickly,goodbye,thank you! happy shopping,Goodbye
do u have m in stock,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
wondering if hey quick question thanks,greeting,hey there! happy to help,Greeting
hi affordable options? ji,price_inquiry,free delivery on orders above rs. 999,Price Related Query
please latest collection?...,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
hi pre-shrunk fabric...,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
got anything for men,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
can you tell me weekend shipping,delivery_query,usually 35 days depending on your location,Delivery Information
bro good day?,greeting,hey! we're here. ask away!,Greeting
pls price?pls,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
pls got l szize? ?,size_inquiry,which product? i'll check the size for you,Size Inquiry
good evening,greeting,hello welcome to our store how can i help you,Greeting
just asking cya??,goodbye,take care! ping us whenever you need,Goodbye
i heard that when will it come thanks,delivery_query,delivery in 35 working days,Delivery Information
actually velvet fabric thanks,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
actually bro what do u sellpls,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
can you tell me hey quick question thanks,greeting,hello! welcome what can i do for you?,Greeting
xl in this,size_inquiry,we carry s to 3xl for most products,Size Inquiry
latest collection,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
cost kam hoga?,price_inquiry,free delivery on orders above rs. 999,Price Related Query
cya,goodbye,bye come back anytime,Goodbye
wanted to know any stretchable fabric today,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
pure cotton confirm?,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
co-ord set cost,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
i heard that is it polyester today,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
hi light fabric?,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
please deliver pan india?...,delivery_query,express delivery available in 12 days for select cities,Delivery Information
is it true that nice experience,goodbye,glad i could help! take care,Goodbye
i heard that thanks for the info quickly,goodbye,bye! we're always here if you need us,Goodbye
restock soon need to know,availability_check,in stock! which size do you need?,Stock Availability
bro xl available? quickly,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
quick question velvet fabric!,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
so fast delivery possible right now,delivery_query,we ship all over india! what's your city?,Delivery Information
how long to chennai right now,delivery_query,delivery in 35 working days,Delivery Information
any cotton clothes,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
quick question chennai delivey asap,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
quick q bro rate kya haiplz,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
i wanted to ask is this cotton? yaar,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
umm helo asap,greeting,hey there! happy to help,Greeting
also done for now thanks,goodbye,anytime! have a great day,Goodbye
hi bag price,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
actually where's my order today,order_status,we'll raise it with the courier. please share order id,Order Support
btw cost of this shirt urgent,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
show size chart,size_inquiry,yes we have that size! which product?,Size Inquiry
also total amount asap,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
so kurta set price please,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
hey what sizes do you have quickly,size_inquiry,which product? i'll check the size for you,Size Inquiry
do you know if infant wear price...,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
stock khatam ho gaya?,availability_check,let me check which color and size?,Stock Availability
pls ok i'm done ?,goodbye,thanks! hope to see your order soon,Goodbye
quick question ombre shade right now,availability_check,"limited stock remaining, better order soon!",Stock Availability
also got maroon???,availability_check,restocking this week. want me to notify you?,Stock Availability
actually blended fabric?,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
order double place ho gaya,order_status,sorry for the delay! please share order id so we can help,Order Support
bro s me available hai?pls,size_inquiry,xl is in stock! want to order?,Size Inquiry
so like still waiting for purchase quickly,order_status,we'll raise it with the courier. please share order id,Order Support
do you have this in black need to know,availability_check,black is available in most sizes,Stock Availability
is it out of stock,availability_check,"limited stock remaining, better order soon!",Stock Availability
hi,greeting,hello! great to have you here. what are you shopping for?,Greeting
order confirm hua?plz,order_status,we'll raise it with the courier. please share order id,Order Support
i wanted to ask got 4xl today,size_inquiry,"yes, that size is available! which item?",Size Inquiry
hi color options please,availability_check,"limited stock remaining, better order soon!",Stock Availability
hi i'm new here,greeting,hello! great to have you here. what are you shopping for?,Greeting
cap cost,price_inquiry,current sale up to 40 off on select items!,Price Related Query
jaipur shipping time,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
quick q exchange possible? asap,order_status,please share a photo order id for damagedwrong item,Order Support
courier tracking,order_status,we take this seriously share the order id and we'll fix it!,Order Support
hey small town delivery need to know,delivery_query,usually 35 days depending on your location,Delivery Information
wanted to know got l sze!,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
can u tell me holiday delivery? ji,delivery_query,delivery in 35 working days,Delivery Information
btw hi yaar,greeting,hello! welcome what can i do for you?,Greeting
btw purchase modify karna haiplz,order_status,please share your order id and i'll check right away!,Order Support
hey hi i want to place an order pls,greeting,"hey, welcome! what are you shopping for?",Greeting
i wanted to ask hey r u there ?,greeting,hello! welcome what can i do for you?,Greeting
please my size is xl available,size_inquiry,we carry s to 3xl for most products,Size Inquiry
bulk price?,price_inquiry,current sale up to 40 off on select items!,Price Related Query
XL size hai kya,size_inquiry,yes we have that size! which product?,Size Inquiry
umm it's been 7 days quickly,order_status,share your order number and we'll track it for you,Order Support
also order kahan haiplz,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
pls smallest size? right now,size_inquiry,"yes, that size is available! which item?",Size Inquiry
yo do u have jeans yaar,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
hi i want to place an order,greeting,hi what's up? how can i assist?,Greeting
infant wear cost,price_inquiry,current sale up to 40 off on select items!,Price Related Query
track my order,order_status,please share a photo order id for damagedwrong item,Order Support
hi village delivery today,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
order kab aayega,order_status,we'll raise it with the courier. please share order id,Order Support
hey can you help,greeting,hello! tell me what you need,Greeting
do you have small urgent,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
bro where is my package asap,order_status,refund processed in 57 days after we receive the item,Order Support
bro tell me about ur collection bro,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
i heard that fresh stock,availability_check,let me check which color and size?,Stock Availability
hey free shipping please,delivery_query,usually 35 days depending on your location,Delivery Information
quick question purchase modify...,order_status,please share a photo order id for damagedwrong item,Order Support
hey embroidered available!,availability_check,in stock! which size do you need?,Stock Availability
also what kind of clothes do you have!,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
hey hi good morning urgent,greeting,"hey, welcome! what are you shopping for?",Greeting
wanted to know size 7 shoes need to know,size_inquiry,"yes, xl is available right now",Size Inquiry
can you tell me price with delivery if possible,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
just asking will message later pls,goodbye,bye! we're always here if you need us,Goodbye
what's the cost,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
please do you have track pants??,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
i heard that can i negotiate??,price_inquiry,free delivery on orders above rs. 999,Price Related Query
so stock check pls,availability_check,"yes, available right now!",Stock Availability
quick question stock check thank you,availability_check,in stock! which size do you need?,Stock Availability
umm heavy fabric,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
quick question hi can you assist me,greeting,hello! welcome what can i do for you?,Greeting
plus size,size_inquiry,yes we have that size! which product?,Size Inquiry
actually this color available pls,availability_check,yes that's available! want to go ahead and order?,Stock Availability
how long to chennai,delivery_query,we ship all over india! what's your city?,Delivery Information
courier did not come,order_status,cancellation possible before dispatch. share order id!,Order Support
someone told me party wear amount thank you,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
just asking top cost!,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
so bye,goodbye,thank you! happy shopping,Goodbye
helo,greeting,hey! we're here. ask away!,Greeting
bulk price,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
umm do you have more stock,availability_check,in stock! which size do you need?,Stock Availability
yo price for xl size bro,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
btw how long for delivery??,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
so like hello good evening ji,greeting,"hey, welcome! what are you shopping for?",Greeting
hi hello team ?,greeting,hi what's up? how can i assist?,Greeting
btw got dresses? yaar,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
payment done order not placed,order_status,happy to help! please share your order id,Order Support
heyy?,greeting,hi there! what are you looking for?,Greeting
cost,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
btw is it out of stock?,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
wondering if that's it urgent,goodbye,anytime! have a great day,Goodbye
olive green?,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
