input,intent,response,title
is kurti crepe,material_inquiry,We use crepe for most products. Premium quality guaranteed.,Material Inquiry
is the hoodie made of linen,material_inquiry,We use chiffon for most products. Premium quality guaranteed.,Material Inquiry
is denim churidar comfortable in summer,material_inquiry,The product is made of cotton. Ideal for daily wear.,Material Inquiry
is brown sherwani velvet,material_inquiry,The product is made of crepe. Ideal for daily wear.,Material Inquiry
materal of anarkali,material_inquiry,We use chiffon for most products. Premium quality guaranteed.,Material Inquiry
material of 28 jeans,material_inquiry,Our palazzos are made from premium polyester. Soft and comfortable.,Material Inquiry
fabric quality of yellow kurti,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
Is the top made of chiffon?,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
fabric of cream jeans,material_inquiry,Fabric details are listed on each product page. Most use cotton or blends.,Material Inquiry
fabric details of brown churidar,material_inquiry,Fabric details are listed on each product page. Most use cotton or blends.,Material Inquiry
is denim trousers comfortable in summer,material_inquiry,We stock polyester products. Great quality and comfortable to wear.,Material Inquiry
fabric of teal sherwani,material_inquiry,"We use denim and blended fabrics. Light, breathable, and durable.",Material Inquiry
fabric details of grey dhoti,material_inquiry,"We use linen and blended fabrics. Light, breathable, and durable.",Material Inquiry
comfortable fabric t-shirt,material_inquiry,Our anarkalis are made from premium polyester. Soft and comfortable.,Material Inquiry
fabric quality of beige churidar,material_inquiry,We use denim for most products. Premium quality guaranteed.,Material Inquiry
Is the jeans made of crepe?,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
fabric of green salwar,material_inquiry,We stock cotton products. Great quality and comfortable to wear.,Material Inquiry
fabric details of grey top,material_inquiry,We stock silk products. Great quality and comfortable to wear.,Material Inquiry
do you have chiffon t-shirt,material_inquiry,Yes we have wool options. Very popular among customers.,Material Inquiry
is crepe dhoti comfortable in summer,material_inquiry,The product is made of velvet. Ideal for daily wear.,Material Inquiry
do you have denim kurta,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
fabric of dress in maroon,material_inquiry,Fabric details are listed on each product page. Most use cotton or blends.,Material Inquiry
is hoodie silk,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
is shirt crepe,material_inquiry,Yes we have denim options. Very popular among customers.,Material Inquiry
fabric details of beige trousers,material_inquiry,The product is made of velvet. Ideal for daily wear.,Material Inquiry
I need denim kurta,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
what material is L jacket,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
does rayon palazzo shrink,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
does silk dress shrink,material_inquiry,The product is made of polyester. Ideal for daily wear.,Material Inquiry
what material is 2XL lehenga,material_inquiry,We stock denim products. Great quality and comfortable to wear.,Material Inquiry
is grey top velvet,material_inquiry,Fabric details are listed on each product page. Most use cotton or blends.,Material Inquiry
I need rayon sherwani,material_inquiry,Fabric details are listed on each product page. Most use cotton or blends.,Material Inquiry
is the jeans made of silk,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
is grey saree georgette,material_inquiry,Our dhotis are made from premium georgette. Soft and comfortable.,Material Inquiry
I need cotton lehenga,material_inquiry,Yes we have silk options. Very popular among customers.,Material Inquiry
what is ladies top made of,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
does wool jacket shrink,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
do you have crepe palazzo,material_inquiry,Yes we have wool options. Very popular among customers.,Material Inquiry
fabric of palazzo in black,material_inquiry,We use crepe for most products. Premium quality guaranteed.,Material Inquiry
do you have denim churidar,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
what fabric is used in churidar,material_inquiry,Our sarees are made from premium cotton. Soft and comfortable.,Material Inquiry
material of 28 hoodie,material_inquiry,"We use rayon and blended fabrics. Light, breathable, and durable.",Material Inquiry
Is the dhoti made of crepe?,material_inquiry,Our churidars are made from premium georgette. Soft and comfortable.,Material Inquiry
is cotton top comfortable in summer,material_inquiry,"We use crepe and blended fabrics. Light, breathable, and durable.",Material Inquiry
is silk salwar comfortable in summer,material_inquiry,We stock polyester products. Great quality and comfortable to wear.,Material Inquiry
fabric of grey dress,material_inquiry,Yes we have rayon options. Very popular among customers.,Material Inquiry
what material is 28 dhoti,material_inquiry,We use rayon for most products. Premium quality guaranteed.,Material Inquiry
is silk top comfortable in summer,material_inquiry,We stock wool products. Great quality and comfortable to wear.,Material Inquiry
fabric quality of red saree,material_inquiry,The product is made of georgette. Ideal for daily wear.,Material Inquiry
is anarkali denim,material_inquiry,We use rayon for most products. Premium quality guaranteed.,Material Inquiry
is silk dress comfortable in summer,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
is red jacket velvet,material_inquiry,We use velvet for most products. Premium quality guaranteed.,Material Inquiry
is polyester trousers comfortable in summer,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
I need velvet dress,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
fabric details of cream trousers,material_inquiry,Our salwars are made from premium linen. Soft and comfortable.,Material Inquiry
synthetic or natural fabric in dhoti,material_inquiry,Yes we have crepe options. Very popular among customers.,Material Inquiry
is crepe salwar comfortable in summer,material_inquiry,The product is made of silk. Ideal for daily wear.,Material Inquiry
fabric of beige lehenga,material_inquiry,We use polyester for most products. Premium quality guaranteed.,Material Inquiry
I need georgette t-shirt,material_inquiry,"We use cotton and blended fabrics. Light, breathable, and durable.",Material Inquiry
is the hoodie made of chiffon,material_inquiry,We use linen for most products. Premium quality guaranteed.,Material Inquiry
what is girls palazzo made of,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
does polyester jeans shrink,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
which fabric is best for dress,material_inquiry,"We have cotton, silk, georgette, and other fabric options. Which do you prefer?",Material Inquiry
is the lehenga made of rayon,material_inquiry,Our materials are skin-friendly and durable. Check product page for specifics.,Material Inquiry
is churidar crepe,material_inquiry,Yes we have chiffon options. Very popular among customers.,Material Inquiry
fabric of beige kurta,material_inquiry,The fabric composition is listed on the product page.,Material Inquiry
colors?,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
coler options for jacket,color_inquiry,The shirt is available in multiple colors. What shade do you prefer?,Color Inquiry
what colors for saree,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
coler options for trousers,color_inquiry,The churidar is available in multiple colors. What shade do you prefer?,Color Inquiry
is navy available in M lehenga,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
solid color sherwani in 28,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
do you have beige in polyester top,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
plain white shirt available,color_inquiry,The jeans is available in multiple colors. What shade do you prefer?,Color Inquiry
coloures of top,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
any purple kurta,color_inquiry,Yes we have that in orange. Which size do you need?,Color Inquiry
coler options for sherwani,color_inquiry,Yes orange is available. Which product and size are you looking for?,Color Inquiry
what shades in dhoti,color_inquiry,Yes that color is available in our hoodie range. Which size?,Color Inquiry
any white kurti for boys,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any green saree,color_inquiry,The salwar is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have black t-shirt for ladies,color_inquiry,Yes yellow is available. Which product and size are you looking for?,Color Inquiry
is sherwani available in red,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
what shades in saree,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
coloures of shirt,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
floral print t-shirt in red,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
what colors for shirt,color_inquiry,Our churidars come in solid and printed options. Want details?,Color Inquiry
plain white kurta available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is jeans available in green,color_inquiry,The kurta is available in multiple colors. What shade do you prefer?,Color Inquiry
any yellow anarkali for ladies,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color variety for men hoodie,color_inquiry,Yes we have that in yellow. Which size do you need?,Color Inquiry
what shades in hoodie,color_inquiry,That color is available. Want to order?,Color Inquiry
is white t-shirt in stock,color_inquiry,That color is available. Want to order?,Color Inquiry
what colors for jeans,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
multicolor kurta available,color_inquiry,Our sarees come in solid and printed options. Want details?,Color Inquiry
color variety for girls sherwani,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
I need brown palazzo in L,color_inquiry,Yes we have that in red. Which size do you need?,Color Inquiry
any yellow sherwani,color_inquiry,The kurti is available in multiple colors. What shade do you prefer?,Color Inquiry
plain beige top available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
coloures of salwar,color_inquiry,Yes that color is available in our anarkali range. Which size?,Color Inquiry
multicolor saree available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
is white salwar in stock,color_inquiry,Yes that color is available in our lehenga range. Which size?,Color Inquiry
available in white,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
light color sherwani available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
available in brown,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
what shades in jeans,color_inquiry,The churidar is available in multiple colors. What shade do you prefer?,Color Inquiry
any navy shirt for kids,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
I want red anarkali in 40,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any other color for top in 42,color_inquiry,Yes yellow is available. Which product and size are you looking for?,Color Inquiry
is navy in stock for salwar,color_inquiry,Yes that color is available in our anarkali range. Which size?,Color Inquiry
is kurti available in pink,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
what shades in anarkali,color_inquiry,The jeans is available in multiple colors. What shade do you prefer?,Color Inquiry
plain brown saree available,color_inquiry,Our shirts come in solid and printed options. Want details?,Color Inquiry
dark color dress available,color_inquiry,That color is available. Want to order?,Color Inquiry
coler options for lehenga,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
multicolor hoodie available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
I want brown kurti in L,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do u hav yellow kurta,color_inquiry,Yes beige is available. Which product and size are you looking for?,Color Inquiry
color variety for men t-shirt,color_inquiry,Our salwars come in solid and printed options. Want details?,Color Inquiry
color variety for gents kurti,color_inquiry,Yes pink is available. Which product and size are you looking for?,Color Inquiry
what other colors besides brown in salwar,color_inquiry,The t-shirt is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have grey in wool dhoti,color_inquiry,Yes that color is available in our jeans range. Which size?,Color Inquiry
solid color lehenga in 28,color_inquiry,That color is available. Want to order?,Color Inquiry
is maroon in stock for hoodie,color_inquiry,Our tops come in solid and printed options. Want details?,Color Inquiry
what shades in t-shirt,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
bright color top for ladies,color_inquiry,Yes we have that in navy. Which size do you need?,Color Inquiry
is top available in pink,color_inquiry,Yes beige is available. Which product and size are you looking for?,Color Inquiry
coler options for hoodie,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
embroidered white lehenga available,color_inquiry,Our jeanss come in solid and printed options. Want details?,Color Inquiry
plain white palazzo available,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
available in maroon,color_inquiry,Yes that color is available in our shirt range. Which size?,Color Inquiry
do u hav green trousers,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do you have dress in purple,color_inquiry,Yes that color is available in our sherwani range. Which size?,Color Inquiry
any grey shirt,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any red churidar,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do u hav brown kurta,color_inquiry,Our palazzos come in solid and printed options. Want details?,Color Inquiry
do u hav purple t-shirt,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color options for lehenga,color_inquiry,Our palazzos come in solid and printed options. Want details?,Color Inquiry
multicolor dress available,color_inquiry,Yes that color is available in our top range. Which size?,Color Inquiry
color options for jacket,color_inquiry,Yes that color is available in our saree range. Which size?,Color Inquiry
I want cream kurti in 32,color_inquiry,That color is available. Want to order?,Color Inquiry
any printed t-shirt,color_inquiry,Yes we have that in black. Which size do you need?,Color Inquiry
do u hav grey palazzo,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
pastel color sherwani available,color_inquiry,Our palazzos come in solid and printed options. Want details?,Color Inquiry
floral print salwar in maroon,color_inquiry,Yes that color is available in our sherwani range. Which size?,Color Inquiry
I need brown saree in 36,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
any white trousers for kids,color_inquiry,Yes that color is available in our jeans range. Which size?,Color Inquiry
do you have purple jacket for ladies,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
is orange dhoti in stock,color_inquiry,Yes that color is available in our churidar range. Which size?,Color Inquiry
is kurta available in navy,color_inquiry,Our churidars come in solid and printed options. Want details?,Color Inquiry
available in grey,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
is grey in stock for palazzo,color_inquiry,Yes blue is available. Which product and size are you looking for?,Color Inquiry
do you have sherwani in navy,color_inquiry,Yes blue is available. Which product and size are you looking for?,Color Inquiry
dark color trousers available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
embroidered orange jacket available,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
coloures of dhoti,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
what shades in trousers,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any maroon trousers for men,color_inquiry,That color is available. Want to order?,Color Inquiry
do u hav blue dress,color_inquiry,Yes we have that in yellow. Which size do you need?,Color Inquiry
embroidered purple saree available,color_inquiry,Yes we have that in brown. Which size do you need?,Color Inquiry
any grey lehenga,color_inquiry,The hoodie is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have grey anarkali for girls,color_inquiry,Yes we have that in maroon. Which size do you need?,Color Inquiry
embroidered teal salwar available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
floral print t-shirt in blue,color_inquiry,Our jackets come in solid and printed options. Want details?,Color Inquiry
I need teal sherwani in XXL,color_inquiry,Yes yellow is available. Which product and size are you looking for?,Color Inquiry
dark color lehenga available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
pastel color hoodie available,color_inquiry,Our lehengas come in solid and printed options. Want details?,Color Inquiry
is purple trousers in stock,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
is saree available in green,color_inquiry,The churidar is available in multiple colors. What shade do you prefer?,Color Inquiry
embroidered white trousers available,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
embroidered cream kurti available,color_inquiry,Yes we have that in brown. Which size do you need?,Color Inquiry
any other color for kurti in L,color_inquiry,The palazzo is available in multiple colors. What shade do you prefer?,Color Inquiry
is grey anarkali in stock,color_inquiry,Yes that color is available in our sherwani range. Which size?,Color Inquiry
any printed saree,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
available in green,color_inquiry,The shirt is available in multiple colors. What shade do you prefer?,Color Inquiry
any printed hoodie,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
any other color for churidar in S,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
dark color top available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
do u hav pink anarkali,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
do you have red in wool kurta,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
available in navy,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
is jacket available in green,color_inquiry,Yes we have that in black. Which size do you need?,Color Inquiry
solid color sherwani in XXL,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
floral print anarkali in blue,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
embroidered blue kurta available,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
what other colors besides beige in t-shirt,color_inquiry,Yes that color is available in our hoodie range. Which size?,Color Inquiry
pastel color t-shirt available,color_inquiry,Our tops come in solid and printed options. Want details?,Color Inquiry
color variety for gents shirt,color_inquiry,Yes we have that in teal. Which size do you need?,Color Inquiry
multicolor sherwani available,color_inquiry,Yes that color is available in our churidar range. Which size?,Color Inquiry
is purple dress in stock,color_inquiry,The saree is available in multiple colors. What shade do you prefer?,Color Inquiry
coler options for top,color_inquiry,Yes that color is available in our saree range. Which size?,Color Inquiry
bright color dress for gents,color_inquiry,The saree is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have top in green,color_inquiry,Yes we have that in blue. Which size do you need?,Color Inquiry
do you have red in wool churidar,color_inquiry,That color is available. Want to order?,Color Inquiry
coler options for kurti,color_inquiry,Our jeanss come in solid and printed options. Want details?,Color Inquiry
coloures of jeans,color_inquiry,Yes we have that in pink. Which size do you need?,Color Inquiry
bright color salwar for ladies,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is top available in maroon,color_inquiry,That color is available. Want to order?,Color Inquiry
light color dhoti available,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any other color for kurta in 34,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do you have pink in rayon shirt,color_inquiry,That color is available. Want to order?,Color Inquiry
what shades in churidar,color_inquiry,The trousers is available in multiple colors. What shade do you prefer?,Color Inquiry
do u hav teal churidar,color_inquiry,Yes that color is available in our jacket range. Which size?,Color Inquiry
I want cream hoodie in XL,color_inquiry,Yes that color is available in our churidar range. Which size?,Color Inquiry
dark color jacket available,color_inquiry,The palazzo is available in multiple colors. What shade do you prefer?,Color Inquiry
any other color for trousers in 28,color_inquiry,Yes teal is available. Which product and size are you looking for?,Color Inquiry
what colors for t-shirt,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is teal available in 36 hoodie,color_inquiry,The churidar is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have red kurta for girls,color_inquiry,Yes we have that in white. Which size do you need?,Color Inquiry
light color t-shirt available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
I want teal salwar in 38,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any printed trousers,color_inquiry,Yes we have that in grey. Which size do you need?,Color Inquiry
any printed anarkali,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
is dress available in brown,color_inquiry,Yes white is available. Which product and size are you looking for?,Color Inquiry
is shirt available in teal,color_inquiry,Yes brown is available. Which product and size are you looking for?,Color Inquiry
any other color for shirt in 28,color_inquiry,That color is available. Want to order?,Color Inquiry
do you have top in beige,color_inquiry,The dhoti is available in multiple colors. What shade do you prefer?,Color Inquiry
do u hav black dhoti,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any printed jacket,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
floral print kurti in cream,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
what other colors besides brown in lehenga,color_inquiry,Yes that color is available in our churidar range. Which size?,Color Inquiry
is beige in stock for palazzo,color_inquiry,Yes we have that in red. Which size do you need?,Color Inquiry
what other colors besides blue in kurti,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
dark color dhoti available,color_inquiry,That color is available. Want to order?,Color Inquiry
I want grey dhoti in L,color_inquiry,The anarkali is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have kurta in orange,color_inquiry,Yes that color is available in our anarkali range. Which size?,Color Inquiry
embroidered navy dhoti available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any grey salwar,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
is orange in stock for dress,color_inquiry,That color is available. Want to order?,Color Inquiry
bright color kurta for girls,color_inquiry,Our kurtas come in solid and printed options. Want details?,Color Inquiry
is red dhoti in stock,color_inquiry,The saree is available in multiple colors. What shade do you prefer?,Color Inquiry
what shades in kurta,color_inquiry,Yes we have that in green. Which size do you need?,Color Inquiry
floral print kurti in black,color_inquiry,Yes that color is available in our saree range. Which size?,Color Inquiry
do you have teal kurti for gents,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
solid color t-shirt in XS,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
I want green salwar in 42,color_inquiry,Yes that color is available in our shirt range. Which size?,Color Inquiry
what colors for kurti,color_inquiry,Yes we have that in cream. Which size do you need?,Color Inquiry
any orange kurta,color_inquiry,Yes red is available. Which product and size are you looking for?,Color Inquiry
embroidered red saree available,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any cream kurta,color_inquiry,Yes that color is available in our palazzo range. Which size?,Color Inquiry
I need red trousers in 36,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
embroidered purple sherwani available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
any printed lehenga,color_inquiry,That color is available. Want to order?,Color Inquiry
do you have orange top for gents,color_inquiry,Yes that color is available in our trousers range. Which size?,Color Inquiry
color variety for ladies top,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
multicolor t-shirt available,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
any pink trousers for kids,color_inquiry,Our jackets come in solid and printed options. Want details?,Color Inquiry
coler options for jeans,color_inquiry,Yes that color is available in our shirt range. Which size?,Color Inquiry
pastel color jacket available,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
color variety for ladies saree,color_inquiry,Yes that color is available in our top range. Which size?,Color Inquiry
floral print kurta in teal,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
do you have black trousers for girls,color_inquiry,Our trouserss come in solid and printed options. Want details?,Color Inquiry
is blue saree in stock,color_inquiry,Yes that color is available in our jeans range. Which size?,Color Inquiry
bright color jeans for men,color_inquiry,The sherwani is available in multiple colors. What shade do you prefer?,Color Inquiry
solid color sherwani in 38,color_inquiry,The sherwani is available in multiple colors. What shade do you prefer?,Color Inquiry
I want pink dress in 28,color_inquiry,The anarkali is available in multiple colors. What shade do you prefer?,Color Inquiry
any brown shirt for men,color_inquiry,Yes that color is available in our salwar range. Which size?,Color Inquiry
do you have shirt in yellow,color_inquiry,We stock a wide range of colors. Share the product to check availability.,Color Inquiry
solid color trousers in 36,color_inquiry,Yes that color is available in our jeans range. Which size?,Color Inquiry
I want teal hoodie in XXL,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color options for palazzo,color_inquiry,Yes that color is available in our lehenga range. Which size?,Color Inquiry
available in purple,color_inquiry,Yes purple is available. Which product and size are you looking for?,Color Inquiry
color variety for women kurti,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
plain green anarkali available,color_inquiry,Yes that color is available in our salwar range. Which size?,Color Inquiry
is lehenga available in black,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
any black hoodie for girls,color_inquiry,The jacket is available in multiple colors. What shade do you prefer?,Color Inquiry
do you have kurti in navy,color_inquiry,That color is available. Want to order?,Color Inquiry
do you have t-shirt in white,color_inquiry,That color is available. Want to order?,Color Inquiry
bright color shirt for gents,color_inquiry,Yes beige is available. Which product and size are you looking for?,Color Inquiry
floral print lehenga in beige,color_inquiry,Our hoodies come in solid and printed options. Want details?,Color Inquiry
solid color saree in XS,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color variety for ladies hoodie,color_inquiry,The jacket is available in multiple colors. What shade do you prefer?,Color Inquiry
embroidered teal kurti available,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
pastel color kurta available,color_inquiry,Yes that color is available in our jacket range. Which size?,Color Inquiry
any other color for salwar in 28,color_inquiry,Yes that color is available in our kurti range. Which size?,Color Inquiry
what other colors besides brown in kurti,color_inquiry,Yes we have that in cream. Which size do you need?,Color Inquiry
any printed shirt,color_inquiry,That color is available. Want to order?,Color Inquiry
what colors for jacket,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
is maroon available in XS jacket,color_inquiry,Our anarkalis come in solid and printed options. Want details?,Color Inquiry
any green saree for girls,color_inquiry,Our churidars come in solid and printed options. Want details?,Color Inquiry
plain beige shirt available,color_inquiry,Yes we have that in red. Which size do you need?,Color Inquiry
do you have anarkali in grey,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
dark color churidar available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
floral print jacket in black,color_inquiry,Yes we have that in maroon. Which size do you need?,Color Inquiry
light color churidar available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
any other color for churidar in XXL,color_inquiry,The kurta is available in multiple colors. What shade do you prefer?,Color Inquiry
any other color for shirt in XS,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
multicolor trousers available,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
color variety for men shirt,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
is sherwani available in brown,color_inquiry,That color is available. Want to order?,Color Inquiry
I need red hoodie in 3XL,color_inquiry,The kurti is available in multiple colors. What shade do you prefer?,Color Inquiry
embroidered blue sherwani available,color_inquiry,That color is available. Want to order?,Color Inquiry
is purple jacket in stock,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
embroidered beige salwar available,color_inquiry,Our kurtas come in solid and printed options. Want details?,Color Inquiry
do you have top in navy,color_inquiry,Yes red is available. Which product and size are you looking for?,Color Inquiry
solid color churidar in 36,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
bright color lehenga for men,color_inquiry,The kurti is available in multiple colors. What shade do you prefer?,Color Inquiry
plain blue lehenga available,color_inquiry,Yes we have that in white. Which size do you need?,Color Inquiry
floral print anarkali in teal,color_inquiry,Yes white is available. Which product and size are you looking for?,Color Inquiry
I want brown trousers in 32,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
color variety for ladies t-shirt,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
do u hav beige kurti,color_inquiry,Yes that color is available in our sherwani range. Which size?,Color Inquiry
is yellow in stock for hoodie,color_inquiry,"We have dark, light, and pastel shades. What product are you checking?",Color Inquiry
light color trousers available,color_inquiry,That color is available. Want to order?,Color Inquiry
do u hav maroon jeans,color_inquiry,Yes we have that in green. Which size do you need?,Color Inquiry
is black in stock for trousers,color_inquiry,We have a wide palette. Visit our product page to see all color options.,Color Inquiry
embroidered navy t-shirt available,color_inquiry,The anarkali is available in multiple colors. What shade do you prefer?,Color Inquiry
any printed churidar,color_inquiry,Yes beige is available. Which product and size are you looking for?,Color Inquiry
dark color sherwani available,color_inquiry,Yes maroon is available. Which product and size are you looking for?,Color Inquiry
do you have blue in wool hoodie,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
available in pink,color_inquiry,Color availability depends on the product. Share product name to confirm.,Color Inquiry
